업종,가게이름,평가점수,평가인원,리뷰갯수,주소,전화,영업시간,링크주소
치킨,한방숯불바베큐,0.0,0,0,서울 서초구 효령로 305,,,https://place.map.kakao.com/1452348544
치킨,멕시카나치킨 서초교대점,3.0,1,0,서울 서초구 사임당로12길 17 교대빌딩 A동 1층 102호,02-585-9289,,https://place.map.kakao.com/1522568779
치킨,림스치킨 교대점,5.0,2,0,서울 서초구 서초중앙로 110 롯데캐슬메디치 106호,070-7633-5677,,https://place.map.kakao.com/456191919
치킨,교촌치킨 서초2호점,2.9,9,2,서울 서초구 서초대로56길 22,02-588-9905,매일 11:00 ~ 01:00,https://place.map.kakao.com/575598303
치킨,꾸꾸루꾸바베큐 교대점,2.7,3,1,서울 서초구 서초중앙로20길 24 1층,02-586-9933,,https://place.map.kakao.com/26907229
치킨,꼬꾸이 서일점,0.0,0,0,서울 서초구 남부순환로339길 47-1 1층 102호,02-522-0328,,https://place.map.kakao.com/774295947
치킨,둘둘치킨 교대점,0.0,0,1,서울 서초구 사임당로 85 1층,02-585-2279,영업시간 매일 15:00 ~ 01:00,https://place.map.kakao.com/1161917820
치킨,브라운치킨 교대역점,4.4,7,3,서울 서초구 서초중앙로22길 25 서초리시온 대림상가 1층 116호,02-521-8638,,https://place.map.kakao.com/15264288
치킨,삼풍치킨 교대직영점,4.5,4,4,서울 서초구 서초중앙로24길 11,02-593-9992,매일 00:00 ~ 24:00,https://place.map.kakao.com/13079473
치킨,깐부치킨 교대역7번출구점,4.5,2,0,서울 서초구 서초대로51길 14 JH알로펌애비뉴빌딩,02-537-9272,영업시간 월~금 16:00 ~ 02:00,https://place.map.kakao.com/25478751
치킨,페리카나 교대역점,2.0,4,0,서울 서초구 서초대로60길 25 1층,02-585-4066,매일 11:00 ~ 01:00,https://place.map.kakao.com/8572198
치킨,오늘통닭 방배점,0.0,0,0,서울 서초구 효령로34길 59,02-581-6888,,https://place.map.kakao.com/162621519
치킨,처갓집양념치킨 서초점,3.0,2,5,서울 서초구 효령로 394,02-522-9272,매일 12:00 ~ 05:00,https://place.map.kakao.com/24528537
치킨,오유니통닭 방배점,4.4,17,28,서울 서초구 방배로 83-18,02-588-8316,영업시간 매일 15:00 ~ 03:00,https://place.map.kakao.com/27599503
치킨,교촌치킨 방배2호점,2.6,15,3,서울 서초구 효령로31길 3 반도빌딩,02-523-9956,매일 12:00 ~ 24:00,https://place.map.kakao.com/18375260
치킨,또래오래 서초1호점,0.0,0,0,서울 서초구 사임당로 138 1층,02-581-9277,매일 11:30 ~ 24:00,https://place.map.kakao.com/990001966
치킨,국민치킨5관,0.0,0,0,서울 서초구 효령로 394,,,https://place.map.kakao.com/1871863549
치킨,당신은지금치킨이땡긴다 교대점,0.0,0,16,서울 서초구 서초대로 350 서초동동아빌라트 지하1층 주방01호,070-4465-8277,영업시간 매일 15:00 ~ 24:00,https://place.map.kakao.com/541952344
치킨,수원왕갈비통닭 방배본점,1.0,2,9,서울 서초구 방배로13길 10,02-6397-5892,매일 11:00 ~ 01:00,https://place.map.kakao.com/1938508368
치킨,깐부치킨 서초점,4.9,8,3,"서울 서초구 서초대로 360 서초코업레지던스 103,105호",02-522-5584,영업시간 매일 15:00 ~ 01:00,https://place.map.kakao.com/2038930783
치킨,양계장집아들 방배역점,4.0,5,2,서울 서초구 방배로13길 18,02-523-7955,,https://place.map.kakao.com/2055499044
치킨,네네치킨 서초중앙점,0.0,0,2,서울 서초구 서초중앙로24길 55 111호,050-7964-1086,매일 11:30 ~ 01:00,https://place.map.kakao.com/23773612
치킨,60계 서울방배점,3.0,3,5,서울 서초구 방배로13길 28 한울서리풀베아체 1층 102호,02-598-6082,영업시간 월~금 16:00 ~ 23:30,https://place.map.kakao.com/1661481173
치킨,어거스트치킨 본점,3.6,5,16,서울 서초구 방배로 140,02-3486-8292,영업시간 매일 15:00 ~ 02:00,https://place.map.kakao.com/1180498646
치킨,광계토 방배직영점,0.0,0,0,서울 서초구 방배로13길 18,,,https://place.map.kakao.com/18841277
치킨,푸라닭치킨 서초2동점,5.0,3,8,서울 서초구 강남대로43길 31 상익빌딩 1층,02-525-9206,매일 12:00 ~ 24:00,https://place.map.kakao.com/1517189242
치킨,교촌치킨 서초1호점,3.0,12,1,서울 서초구 강남대로43길 22-1 1층,02-581-9949,매일 12:00 ~ 24:00,https://place.map.kakao.com/26461323
치킨,노랑통닭 양재역점,2.6,7,6,서울 서초구 남부순환로347길 20,02-587-5592,영업시간 매일 15:30 ~ 02:30,https://place.map.kakao.com/27322067
치킨,미미치킨,3.8,12,4,서울 서초구 서초대로 108,02-586-7130,,https://place.map.kakao.com/16055570
치킨,양재닭집,3.1,47,75,서울 서초구 남부순환로356길 15 양재시장 지하 1층,02-572-1741,월~토 12:00 ~ 24:00,https://place.map.kakao.com/12428506
치킨,BHC치킨 양재역점,2.5,12,4,서울 서초구 강남대로 224 휴플러스 101호,02-577-8378,매일 12:00 ~ 24:00,https://place.map.kakao.com/1533092419
치킨,원투투,0.0,0,1,서울 서초구 서초대로65길 13-18 1층,02-537-9244,,https://place.map.kakao.com/16501414
치킨,후라이드참잘하는집 역삼점,0.0,0,0,서울 서초구 방배로13길 41-22,,,https://place.map.kakao.com/1275760713
치킨,금강바비큐치킨,4.0,13,22,서울 서초구 사평대로 349,02-511-0976,매일 11:00 ~ 07:00,https://place.map.kakao.com/8206545
치킨,깐부치킨 강남역플래티넘점,2.4,11,1,서울 강남구 강남대로78길 14,02-554-1117,영업시간 월~금 16:00 ~ 02:00,https://place.map.kakao.com/22547607
치킨,자담치킨 서울강남역점,0.0,0,3,서울 서초구 강남대로 345,02-598-6889,영업시간 매일 15:00 ~ 24:00,https://place.map.kakao.com/1819359848
치킨,깐부치킨 양재역점,2.0,8,11,서울 서초구 강남대로 243 위더스빌딩,02-521-9282,영업시간 월~토 16:00 ~ 02:00,https://place.map.kakao.com/14503487
치킨,깐부치킨 강남역점,3.3,9,51,서울 서초구 서초대로73길 30 1층,02-3477-0550,영업시간 월~토 16:00 ~ 03:00,https://place.map.kakao.com/1043604955
치킨,깐부치킨 서초삼성타운점,3.4,7,3,서울 서초구 강남대로53길 11 서초동삼성쉐르빌2 101호,02-523-2755,영업시간 매일 15:30 ~ 01:30,https://place.map.kakao.com/16879694
치킨,맥켄치킨,3.0,6,6,서울 서초구 강남대로 283,02-3472-7923,,https://place.map.kakao.com/16706192
치킨,60계 서초점,2.5,6,5,서울 서초구 서초중앙로 188 아크로비스타상가 지하A 302-2,02-592-2785,,https://place.map.kakao.com/27496632
치킨,치킨처럼 양재역점,4.0,2,1,서울 서초구 남부순환로 2579,02-3453-5892,영업시간 매일 15:00 ~ 02:00,https://place.map.kakao.com/1934922216
치킨,교촌치킨 반포삼호가든점,4.2,10,2,서울 서초구 서초중앙로33길 8 1층,02-591-9901,매일 11:30 ~ 23:30,https://place.map.kakao.com/2021053569
치킨,깐부치킨 서래마을점,2.5,4,8,서울 서초구 서래로 13 1층,02-592-5777,,https://place.map.kakao.com/867052760
치킨,치킨영토 양재점,4.3,3,4,서울 서초구 남부순환로350길 29-3,02-576-5676,매일 11:00 ~ 02:00,https://place.map.kakao.com/2072531633
치킨,나이티지 본점,4.3,4,23,서울 강남구 테헤란로6길 48 1층,02-538-7279,,https://place.map.kakao.com/1529091898
치킨,이수통닭 본점,3.2,27,29,"서울 서초구 방배천로 92 세앙아르비체 102동 107,108호",02-581-8892,영업시간 매일 15:00 ~ 01:30,https://place.map.kakao.com/762088017
치킨,BHC치킨 신반포점,3.2,6,4,서울 서초구 서래로10길 10,02-535-9282,매일 12:00 ~ 24:00,https://place.map.kakao.com/1414940015
치킨,말죽거리옛날통닭 강남양재역점,3.0,2,4,서울 강남구 남부순환로 2615,02-576-5454,영업시간 매일 15:00 ~ 02:00,https://place.map.kakao.com/1314794028
치킨,BBQ 서초양재점,2.0,2,1,서울 강남구 남부순환로359길 29 1층,02-529-9922,,https://place.map.kakao.com/1284004125
치킨,BBQ 역삼점,2.3,10,0,서울 강남구 강남대로66길 32,02-568-9069,,https://place.map.kakao.com/18898508
치킨,굽네치킨 방배4동점,1.0,7,0,서울 서초구 방배로32길 8 조일빌딩 1층,02-591-9294,매일 11:00 ~ 24:00,https://place.map.kakao.com/8195450
치킨,굽네치킨 역삼1동점,2.8,6,3,서울 강남구 역삼로 129 104호,02-558-9995,매일 12:00 ~ 01:00,https://place.map.kakao.com/8199914
치킨,구구치킨을지로골뱅이 양재본점,4.3,3,20,서울 서초구 강남대로30길 29 원영빌딩 1층,02-577-3029,영업시간 매일 14:00 ~ 02:00,https://place.map.kakao.com/1424781483
치킨,오븐에빠진닭 강남2호점,1.7,7,13,서울 강남구 강남대로96길 16,02-555-5892,영업시간 월~금 15:00 ~ 01:00,https://place.map.kakao.com/12618214
치킨,굼터치킨,5.0,1,0,서울 강남구 강남대로58길 17,02-571-9985,,https://place.map.kakao.com/21133449
치킨,BHC치킨 강남역삼점,3.4,11,3,서울 강남구 역삼로11길 7 1층,02-563-8868,매일 12:00 ~ 24:00,https://place.map.kakao.com/26628389
치킨,깐부치킨 방배점,1.0,1,0,서울 서초구 방배로 202 1층,02-532-7410,영업시간 매일 16:00 ~ 02:00,https://place.map.kakao.com/16738142
치킨,자담치킨 서초방배점,1.5,2,2,서울 서초구 방배로 202 1층,02-532-7410,,https://place.map.kakao.com/280892044
치킨,굿앤닭 강남점,4.5,2,2,서울 서초구 강남대로 321 디오빌프라임 1층,02-584-2282,,https://place.map.kakao.com/27303428
치킨,브라운치킨 삼성타운직영점,0.0,0,1,서울 서초구 서초대로74길 29,02-3473-6748,,https://place.map.kakao.com/23151823
치킨,깐부치킨 역삼초교점,5.0,1,1,서울 강남구 역삼로4길 16 성우스타우스 오피스텔 1층,02-2188-1237,,https://place.map.kakao.com/16503170
치킨,양재통닭,3.0,3,0,서울 서초구 남부순환로 2614,,,https://place.map.kakao.com/21331537
치킨,처갓집양념치킨 방배점,3.4,5,2,서울 서초구 방배중앙로 81,02-594-6866,,https://place.map.kakao.com/21358091
치킨,쌀쌀맞은닭 역삼점,5.0,2,17,서울 강남구 도곡로13길 19 롯데캐슬노블아파트 상가동 101-2호,0507-744-4481,매일 10:00 ~ 01:00,https://place.map.kakao.com/27272773
치킨,로맨스치킨 강남점,1.3,4,13,서울 서초구 서초대로77길 48,02-533-8891,,https://place.map.kakao.com/596696436
치킨,푸라닭치킨 역삼1동점,2.6,5,4,서울 강남구 테헤란로14길 34 1층 상가 102호,02-566-9206,매일 12:00 ~ 01:00,https://place.map.kakao.com/1925522941
치킨,코리엔탈깻잎두마리치킨 서초점,0.0,0,0,서울 서초구 사임당로 178,02-568-7977,,https://place.map.kakao.com/685767805
치킨,BHC치킨 방배점,1.4,8,1,서울 서초구 효령로 23 1층,02-586-0069,매일 11:00 ~ 02:00,https://place.map.kakao.com/12984079
치킨,BBQ 서초방배점,0.0,0,0,서울 서초구 동광로 55,02-533-1008,,https://place.map.kakao.com/139852370
치킨,생활치킨 서래마을점,0.0,0,5,서울 서초구 서래로10길 1 1층 104호,02-595-9665,,https://place.map.kakao.com/1252081636
치킨,또래오래 서초양재1동점,2.3,3,1,서울 서초구 바우뫼로6길 46 1층,02-529-8592,매일 11:30 ~ 24:00,https://place.map.kakao.com/21109140
치킨,굽네치킨 반포1동점,2.5,2,0,서울 서초구 사평대로 335 103호,02-517-9482,매일 12:00 ~ 24:00,https://place.map.kakao.com/17723952
치킨,매드후라이치킨 양재역점,0.0,0,0,서울 서초구 남부순환로347길 22 창원빌딩 2층,02-6465-4941,,https://place.map.kakao.com/936104567
