업종,가게이름,평가점수,평가인원,리뷰갯수,주소,전화,영업시간,링크주소
치킨,네네치킨 노량진점,3.0,2,1,서울 동작구 만양로8길 50 우성아파트상가 7호,02-826-9982,매일 12:00 ~ 01:00,https://place.map.kakao.com/8231019
치킨,명가통닭,0.0,0,0,서울 동작구 만양로14길 38,,,https://place.map.kakao.com/615833699
치킨,고바메치킨호프,0.0,0,0,서울 영등포구 영등포로86길 12,,,https://place.map.kakao.com/16680150
치킨,이티강정박스,0.0,0,0,서울 동작구 만양로14길 38,02-822-2340,,https://place.map.kakao.com/19009896
치킨,또래오래 신길2호점,0.0,0,0,서울 영등포구 여의대방로53길 36,02-848-0080,월~금 12:00 ~ 24:00,https://place.map.kakao.com/10366081
치킨,참참치킨,4.2,6,2,서울 동작구 만양로 61,02-825-9282,,https://place.map.kakao.com/14604668
치킨,BHC치킨 노량진점,2.2,12,3,서울 동작구 만양로3길 20 신동아리버파크빌 1동 202호,02-825-9292,매일 12:00 ~ 24:00,https://place.map.kakao.com/14829149
치킨,제임스닥,0.0,0,1,서울 동작구 만양로 64 1층,,,https://place.map.kakao.com/1741553866
치킨,동근이숯불두마리치킨 노량진점,0.0,0,0,서울 동작구 만양로12길 11 1층,,,https://place.map.kakao.com/1484336810
치킨,청년치킨 상도점,3.4,10,7,서울 동작구 상도로15길 105,02-824-7878,,https://place.map.kakao.com/957594553
치킨,오븐마루 신길삼거리점,4.8,4,4,서울 영등포구 도신로 258,02-848-5969,,https://place.map.kakao.com/20847700
치킨,치킨마루 신길점,4.8,4,4,서울 영등포구 영등포로 357 홍성빌딩 1층,02-846-1538,매일 12:00 ~ 00:30,https://place.map.kakao.com/27549154
치킨,딥테이스트치킨호프 노량진1호점,0.0,0,0,서울 동작구 만양로3길 20,02-3280-9288,,https://place.map.kakao.com/14689907
